596:596	other notable individuals such as dr. terence kealey , a clinical biochemist , have written outside of their field of expertise on adhd .	N/A	other notable individuals such as dr. terence kealey , a clinical biochemist , have written for newspapers on adhd .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 15-16 16-15 16-16 17-15 17-16 18-15 18-16 19-15 19-16 20-15 20-16 21-17 22-18 23-19		
597:597	one horrible huge new feature in pokmon ruby and sapphire is the ability to plant berries ( which had previously been introduced in pokmon gold and silver ) in `` patches of loamy soil , '' allowing the player to cultivate berry gardens of whatever berries that player wants .	N/A	one new feature in pokmon ruby and sapphire is the ability to plant berries ( which had previously been introduced in pokmon gold and silver ) in `` patches of loamy soil , '' allowing the player to cultivate berry gardens of whatever berries that player wants .	N/A	1	1	0-0 3-1 4-2 5-3 6-4 7-5 8-6 9-7 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 21-19 22-20 23-21 24-22 25-23 26-24 27-25 28-26 29-27 30-28 31-29 32-30 33-31 34-32 35-33 36-34 37-35 38-36 39-37 40-38 41-39 42-40 43-41 44-42 45-43 46-44 47-45 48-46 49-47		
598:598	salma murad then devoted herself to raising her children and perpetuating the memory of her husband .	N/A	salma then devoted herself to raising her children and perpetuating the memory of her husband .	N/A	1	1	0-0 1-0 2-1 3-2 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10 12-11 13-12 14-13 15-14 16-15		
599:599	the september 11 , 2001 attacks were a series of suicide attacks against the united states conducted on tuesday , september 11 , 2001 .	N/A	the september 11 , 2001 attacks were a series of suicide attacks in the united states conducted on tuesday , september 11 , 2001 .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24		
600:600	the apracas ( also known as avacas ) were an eastern iranic people and scythian ruling dynasty of the present-day federally administered tribal areas , pakistan .	N/A	the apracas ( also known as avacas ) were an eastern iranic people and scythian ruling dynasty of western pakistan .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 25-19 26-20		
601:601	on 1982 's vinyl confessions , he co-wrote and sang the no .	N/A	on 1982 's vinyl confessions , he sang the no .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 9-7 10-8 11-9 12-10		
602:602	war never changes , `` perhaps the single most well-known line in the fallout series .	N/A	war never changes '' the usual introductory line for the stories in the fallout series .	N/A	1	1	0-0 1-1 2-2 4-3 6-4 7-5 7-6 8-5 8-6 9-5 9-6 10-7 11-11 12-12 13-13 14-14 15-15		
603:603	contemporarily , kashmir denotes a larger area that includes the indian administrated jammu and kashmir ( the kashmir valley , jammu and ladakh ) , the pakistani-occupied northern areas and the azad kashmir provinces , and the chinese- occupied regions of aksai chin and trans-karakoram tract .	N/A	contemporarily , kashmir denotes a larger area that includes the indian occupied jammu and kashmir ( the kashmir valley , jammu and ladakh ) , the pakistani-occupied northern areas and the azad kashmir provinces , and the chinese- administered regions of aksai chin and trans-karakoram tract .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 31-31 32-32 33-33 34-34 35-35 36-36 37-37 38-38 39-39 40-40 41-41 42-42 43-43 44-44 45-45 46-46		
604:604	malinowski was born in krakw , kindgom of poland to an upper-middle class family .	N/A	malinowski was born in krakw , austria-hungary ( in present day poland ) to an upper-middle class family .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 6-7 6-8 6-9 6-10 6-11 6-12 7-6 7-7 7-8 7-9 7-10 7-11 7-12 8-6 8-7 8-8 8-9 8-10 8-11 8-12 9-13 10-14 11-15 12-16 13-17 14-18		
605:605	the kingdom of mysore became a princely state in a subsidiary alliance with british occupied india and ceded coimbatore , dakshina kannada and uttara kannada to the british .	N/A	the kingdom of mysore became a princely state in a subsidiary alliance with british india and ceded coimbatore , dakshina kannada and uttara kannada to the british .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 15-14 16-15 17-16 18-17 19-18 20-19 21-20 22-21 23-22 24-23 25-24 26-25 27-26 28-27		
606:606	the baltimore convention center is likely to remain the venue for otakon in future years , mainly because of a lack of sufficiently sized and located venues elsewhere .	N/A	the baltimore convention center is likely to remain the venue for otakon in future years , mainly due to a lack of other venues of sufficient size in the area .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-24 22-25 22-26 23-24 23-25 23-26 26-22 26-23 26-27 26-28 26-29 27-22 27-23 27-27 27-28 27-29 28-30		
607:607	after world war ii , ethnic germans were expelled after many of them had collaborated with nazi germany , and only few of them remained .	N/A	after world war ii , ethnic germans were expelled and only few of them remained .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 19-9 20-10 21-11 22-12 23-13 24-14 25-15		
608:608	a banana equivalent dose ( bed ) is a concept occasionally used by nuclear power proponents to place in scale the dangers of radiation by comparing exposures to the radiation generated by a common banana .	N/A	a banana equivalent dose ( bed ) is a concept to place in scale the dangers of radiation by comparing exposures to the radiation generated by a common banana .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 16-10 17-11 18-12 19-13 20-14 21-15 22-16 23-17 24-18 25-19 26-20 27-21 28-22 29-23 30-24 31-25 32-26 33-27 34-28 35-29		
609:609	during his student years he was active in student politics as a fundamentalist radical christian , and for a time was a member of the youth wing of the australian labor party , but after graduating he rapidly became more conservative , while retaining liberal views on some social issues .	N/A	during his student years he was active in student politics as a radical christian , and for a time was a member of the youth wing of the australian labor party , but after graduating he rapidly became more conservative , while retaining liberal views on some social issues .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 13-12 14-13 15-14 16-15 17-16 18-17 19-18 20-19 21-20 22-21 23-22 24-23 25-24 26-25 27-26 28-27 29-28 30-29 31-30 32-31 33-32 34-33 35-34 36-35 37-36 38-37 39-38 40-39 41-40 42-41 43-42 44-43 45-44 46-45 47-46 48-47 49-48 50-49		
610:610	the bah ' faith is a syncretic monotheistic religion whose members follow the teachings of bah ' u'llh , founder and prophet of the religion .	N/A	the bah ' faith is a monotheistic religion whose members follow the teachings of bah ' u'llh , founder and prophet of the religion .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 7-6 8-7 9-8 10-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 18-17 19-18 20-19 21-20 22-21 23-22 24-23 25-24		
611:611	many jewish inhabitants of gaza left during and after the 1929 palestine riots , due to the murder of 150 jews by muslim terrorists .	N/A	many jewish inhabitants of gaza left during and after the 1929 palestine riots .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 24-13		
612:612	desi ( pronounced or , and alternatively spelled deshi ) , is a term used by indians and south asians to refer to themselves ( in a manner that avoids any allusion to the specific state of origin and pointing to a common broader identity ) .	N/A	desi ( pronounced or , and alternatively spelled deshi ) , is a term used by south asians to refer to themselves ( in a manner that avoids any allusion to the specific state of origin and pointing to a common broader identity ) .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 18-16 19-17 20-18 21-19 22-20 23-21 24-22 25-23 26-24 27-25 28-26 29-27 30-28 31-29 32-30 33-31 34-32 35-33 36-34 37-35 38-36 39-37 40-38 41-39 42-40 43-41 44-42 45-43 46-44		
613:613	two mostly obsolete suggestions held that pictish may have been more similar to gaulish than the brythonic languages , or that it may correspond to one or more surviving pre-indo-european languages .	N/A	two suggestions hold that pictish may have been more similar to gaulish than the brythonic languages , or that it may correspond to one or more surviving pre-indo-european languages .	N/A	1	1	0-0 3-1 4-2 5-3 6-4 7-5 8-6 9-7 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 21-19 22-20 23-21 24-22 25-23 26-24 27-25 28-26 29-27 30-28 31-29		
614:614	the university of colorado has reaffirmed churchill 's right to academic free speech , and has declined to pursue any actions against him based on his controversial statements about the 9/11 victims .	N/A	the university of colorado has declined to pursue any actions against churchill based on his controversial statements about the 9/11 victims .	N/A	1	1	0-0 1-1 2-2 3-3 15-4 16-5 17-6 18-7 19-8 20-9 21-10 22-11 23-12 24-13 25-14 26-15 27-16 28-17 29-18 30-19 31-20 32-21		
615:615	in addition it topped modern rock tracks for an impressive seven weeks in a row , and is the band 's only # 1 on this chart to date .	N/A	in addition it topped modern rock tracks for seven weeks in a row , and is the band 's only # 1 on this chart to date .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 21-19 22-20 23-21 24-22 25-23 26-24 27-25 28-26 29-27		
616:616	considered by many to be a criminal organization , the club is estimated to have 2,000 members and prospects in 235 chapters in 22 countries around the world .	N/A	allegedly a criminal organization , the club is estimated to have 2,000 members and prospects in 235 chapters in 22 countries around the world .	N/A	1	1	0-0 1-0 2-0 3-0 4-0 5-1 6-2 7-3 8-4 9-5 10-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 24-20 25-21 26-22 27-23 28-24		
617:617	the late great martin rushent , ( producer of the human league , the stranglers , the buzzcocks , as well as lus debut album red ) described lus vocals simply ; sometimes , in the unexpected places , a voice blows your head off .	N/A	martin rushent , ( producer of the human league , the stranglers , the buzzcocks , as well as lus debut album red ) described lus vocals simply ; sometimes , in the unexpected places , a voice blows your head off .	N/A	1	1	3-0 4-1 5-2 6-3 7-4 8-5 9-6 10-7 11-8 12-9 13-10 14-11 15-12 16-13 17-14 18-15 19-16 20-17 21-18 22-19 23-20 24-21 25-22 26-23 27-24 28-25 29-26 30-27 31-28 32-29 33-30 34-31 35-32 36-33 37-34 38-35 39-36 40-37 41-38 42-39 43-40 44-41 45-42		
618:618	however , even in the era of glasnost ushered in by mikhail gorbachev , the organs of internal security still had a key role to play in protecting the regime from internal and external threats .	N/A	still , even in the era of glasnost ushered in by mikhail gorbachev nearly 30 years later , the organs of internal security still had a key role to play in protecting the soviet regime from internal and external threats .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-17 14-18 15-19 16-20 17-21 18-22 19-23 20-24 21-25 22-26 23-27 24-28 25-29 26-30 27-31 28-32 29-34 30-35 31-36 32-37 33-38 34-39 35-40		
619:619	clickable map of europe ( key : green = historically european but geographically outside of europe 's boundaries blue = transcontinental states )	N/A	clickable map depicting one interpretation of europe ( key : green = historically european but geographically outside of europe 's boundaries blue = transcontinental states )	N/A	1	1	0-0 1-1 2-5 3-6 4-7 5-8 6-9 7-10 8-11 9-12 10-13 11-14 12-15 13-16 14-17 15-18 16-19 17-20 18-21 19-22 20-23 21-24 22-25		
620:620	dublin provided the opposition on that occasion , however , victory went to galway and clarke collected a coveted all-ireland medal .	N/A	dublin provided the opposition on that occasion , however , victory went to galway and clarke collected an all-ireland under-21 hurling championship medal .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 19-18 20-22 21-23		
621:621	despite the criticism of mainstream scientists , sheldrake 's ideas were lauded by a new generation of scientists like fritjof capra , terrence mckenna , and ralph abraham , who were all trying to invent a new scientific paradigm which would embody 20th century discoveries like godel 's incompleteness theorem , and the strange world of quantum mechanics , which apparently cast doubt into the certainty and completeness of an 18th century newtonian/cartesian materialistic view of reality .	N/A	despite the criticism of mainstream scientists , sheldrake 's ideas were lauded by scientists like fritjof capra and the mathematician ralph abraham , who were trying to invent a new scientific paradigm which would embody 20th century discoveries like godel 's incompleteness theorem , and the strange world of quantum mechanics , which apparently cast doubt into the certainty and completeness of an 18th century newtonian/cartesian materialistic view of reality .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 17-13 18-14 19-15 20-16 25-17 26-20 27-21 28-22 29-23 30-24 32-25 33-26 34-27 35-28 36-29 37-30 38-31 39-32 40-33 41-34 42-35 43-36 44-37 45-38 46-39 47-40 48-41 49-42 50-43 51-44 52-45 53-46 54-47 55-48 56-49 57-50 58-51 59-52 60-53 61-54 62-55 63-56 64-57 65-58 66-59 67-60 68-61 69-62 70-63 71-64 72-65 73-66 74-67 75-68 76-69 77-70		
622:622	while the bersaglieri suffered crippling losses , it bought time to allow the italian xxi corps to rush in a battalion of the `` trieste '' division and l3 and m13/40 tanks of the 3rd `` novara '' armoured group and major gabriele verri 's 11th armoured battalion to affected sector and seal off the australian breakthrough .	N/A	while the bersaglieri suffered heavy losses , it bought time to allow the italian xxi corps to rush in a battalion of the `` trieste '' division and l3 and m13/40 tanks of the 3rd `` novara '' armoured group and major gabriele verri 's 11th armoured battalion to affected sector and seal off the australian breakthrough .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 31-31 32-32 33-33 34-34 35-35 36-36 37-37 38-38 39-39 40-40 41-41 42-42 43-43 44-44 45-45 46-46 47-47 48-48 49-49 50-50 51-51 52-52 53-53 54-54 55-55 56-56 57-57		
623:623	when it is done unintentionally this is akin to stating that people who leave their doors unlocked are asking people to take what they like .	N/A	others believe that this reasoning is this is akin to stating that people who leave their doors unlocked are asking people to take what they like .	N/A	1	1	5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-19 19-20 20-21 21-22 22-23 23-24 24-25 25-26		
624:624	manchester central library is an impressive circular building next to the extended town hall in manchester , england .	N/A	manchester central library is a circular library next to the extended town hall in manchester , england .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 6-5 7-6 8-7 9-8 10-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 18-17		
625:625	andretti confirmed that dan wheldon had signed a deal with andretti to replace patrick in the # 7 godaddy car , but unfortunately lost his life in a tragic accident in the final race of the 2011 season in las vegas .	N/A	andretti confirmed that dan wheldon had signed a deal with andretti to replace patrick in the # 7 godaddy car , but lost his life in an accident in the final race of the 2011 season in las vegas .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 23-22 24-23 25-24 26-25 27-26 29-27 30-28 31-29 32-30 33-31 34-32 35-33 36-34 37-35 38-36 39-37 40-38 41-39		
626:626	for a long time , this numerical system was mistakenly named as arabic numerals ; now the world mathematical community is grudgingly and half-heartedly recognizing it as hindu-arabic numerals .	N/A	for a long time , this numerical system was mistakenly named as arabic numerals ; now the world mathematical community recognizes it as hindu-arabic numerals .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 24-20 25-21 26-22 27-23 28-24 29-25		
627:627	here in georgia , overexertion is further complicated by high temperatures during the summer months .	N/A	overexertion is further complicated by high temperatures during the summer months .	N/A	1	1	4-0 5-1 6-2 7-3 8-4 9-5 10-6 11-7 12-8 13-9 14-10 15-11		
628:628	beyond the historical information accepted by most secular scholars , the gospels make various additional claims about jesus : that jesus was the messiah prophesied in the old testament ( or hebrew bible ) ; that he was the son of god ; that he possibly was god incarnate , or possibly not ; that his mother mary was a virgin ; and that after his crucifixion he rose from the dead , and then ascended into heaven .	N/A	beyond the historical information accepted by most secular scholars , the gospels make various additional claims about jesus : that jesus was the messiah prophesied in the old testament ( or hebrew bible ) ; that he was the son of god ; that he possibly was god incarnate ; that his mother mary was a virgin ; and that after his crucifixion he rose from the dead , and then ascended into heaven .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 31-31 32-32 33-33 34-34 35-35 36-36 37-37 38-38 39-39 40-40 41-41 42-42 43-43 44-44 45-45 46-46 47-47 48-48 53-49 54-50 55-51 56-52 57-53 58-54 59-55 60-56 61-57 62-58 63-59 64-60 65-61 66-62 67-63 68-64 69-65 70-66 71-67 72-68 73-69 74-70 75-71 76-72 77-73 78-74		
629:629	this is significantly smaller than its primary competitor blu-ray disc .	N/A	this is smaller than its primary competitor blu-ray disc .	N/A	1	1	0-0 1-1 3-2 4-3 5-4 6-5 7-6 8-7 9-8 10-9		
630:630	born in watton-at-stone , hertfordshire , england , grint is the eldest of 5 children born to nigel grint ( an ex-race car memorial dealer ) and jo parsons ( a homemaker ) .	N/A	rupert grint is the eldest of 5 children born to nigel grint ( an ex-race car memorial dealer ) and jo parsons ( a homemaker ) .	N/A	1	1	8-0 8-1 9-2 10-3 11-4 12-5 13-6 14-7 15-8 16-9 17-10 18-11 19-12 20-13 21-14 22-15 23-16 24-17 25-18 26-19 27-20 28-21 29-22 30-23 31-24 32-25 33-26		
631:631	anangsha made her screen debut with a small role as a child artist in sudhir mishra 's khoya khoya chand , then she played a role in luv shuv tey chicken khurana and later she came into limelight with her outstanding role in an amazon prime series mirzapur ( tv series )	N/A	anangsha made her screen debut with a small role as a child artist in sudhir mishra 's khoya khoya chand , then she played a role in luv shuv tey chicken khurana and later she came into limelight with her role in an amazon prime series mirzapur ( tv series )	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 31-31 32-32 33-33 34-34 35-35 36-36 37-37 38-38 39-39 41-40 42-41 43-42 44-43 45-44 46-45 47-46 48-47 49-48 50-49 51-50		
632:632	`` kill '' also shows up in location names as in the catskill mountains and the town of fishkill , new york , which was the subject of an etymologically nave campaign by animal rights group , peta , which wanted a more animal friendly name .	N/A	`` kill '' also shows up in location names as in the catskill mountains and the town of fishkill , new york , which was the subject of a campaign against etymology by animal rights group , peta , which wanted a more animal - friendly name .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 31-29 32-32 33-33 34-34 35-35 36-36 37-37 38-38 39-39 40-40 41-41 42-42 43-43 43-44 44-45 45-46 46-47		
633:633	jacques de bernonville ( born december 20 , 1897 - died april 26 , 1972 ) , was a french traitor and senior police officer in the vichy regime in france infamously known as the man who hunted down resistance fighters during world war ii .	N/A	jacques de bernonville ( born december 20 , 1897 - died april 26 , 1972 ) , was a french collaborationist and senior police officer in the vichy regime in france infamously known as the man who hunted down resistance fighters during world war ii .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 31-31 32-32 33-33 34-34 35-35 36-36 37-37 38-38 39-39 40-40 41-41 42-42 43-43 44-44 45-45		
634:634	stranded in the desert , they try to make their way back to civilization while being pursued by a duo of sinister black hughes h-6 helicopters .	N/A	stranded in the desert , they try to make their way back to civilization while being pursued by a duo of hughes h-6 helicopters .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 23-21 24-22 25-23 26-24		
635:635	it is the most popular team in the league and the entire philippines for that matter .	N/A	it is one of the most popular teams in the league and the entire philippines for that matter .	N/A	1	1	0-0 1-1 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 10-12 11-13 12-14 13-15 14-16 15-17 16-18		
636:636	bison would make his in ring debut february 6 , at proving ground 2009 night one .	N/A	smith would make his in ring debut on february 6 , at proving ground 2009 night one .	N/A	1	1	1-1 2-2 3-3 4-4 5-5 6-6 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-16 16-17		
637:637	1946 ) is a medical doctor from mokopane as well as a right- wing extremist who belongs to the boeremag , an irredentist organization .	N/A	1946 ) is a medical doctor from mokopane as well as a right- winger who belongs to the boeremag , an irredentist organization .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 12-13 13-12 13-13 14-12 14-13 15-14 16-15 17-16 18-17 19-18 20-19 21-20 22-21 23-22 24-23		
638:638	in 2006 the pedestrian area surrounding the large stone drinking fountain monument ( 1874 ) at the very centre of the village was re-modelled , and given the name 'fountain square ' .	N/A	in 2006 the pedestrian area surrounding the large stone drinking fountain monument ( 1874 ) at the centre of the village was re-modelled , and given the name 'fountain square ' .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 18-17 19-18 20-19 21-20 22-21 23-22 24-23 25-24 26-25 27-26 28-27 29-28 30-29 31-30 32-31		
639:639	as the language is part of the ( pre- ) national history of all east slavs , in recent years it has been increasingly labelled by the respective national names :	N/A	as the language is part of the ( pre- ) national history of all east slavs , in recent years it has been increasingly named as :	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 24-25 30-26		
640:640	prince was certified gold status , while the single `` i wan na be your lover '' hit # 11 on the billboard top 100 and reached # 1 on the r & b charts .	N/A	prince 's next album dirty mind was `` certified gold `` , while the single `` i wan na be your lover '' was # 11 on the billboard chart and reached # 1 on the r & b charts .	N/A	1	1	0-0 1-6 2-7 2-8 2-9 2-10 3-7 3-8 3-9 3-10 4-7 4-8 4-9 4-10 5-11 6-12 7-13 8-14 9-15 10-16 11-17 12-18 13-19 14-20 15-21 16-22 17-23 18-24 19-25 20-26 21-27 22-28 23-29 24-29 25-30 26-31 27-32 28-33 29-34 30-35 31-36 32-37 33-38 34-39 35-40		
641:641	margaret cho , actress and comedienne	N/A	margaret cho , actress and comedian	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5		
642:642	in 2003 , wooldridge 's credibility was brought into further doubt when his contract with the royal australian college of general practitioners was prematurely terminated due to allegations from the australian medical association and the federal opposition that his involvement in the allocation of the $ 5,000,000 represented a conflict of interest	N/A	in 2002 , wooldridge 's contract with the royal australian college of general practitioners was terminated due to allegations from the australian medical association and the federal opposition that his involvement in the allocation of the $ 5,000,000 represented a conflict of interest ; in 2003 the parties settled and wooldridge received a $ 382,500 payout .	N/A	1	1	0-44 1-45 2-2 3-3 4-4 13-5 14-6 15-7 16-8 17-9 18-10 19-11 20-12 21-13 22-14 24-15 25-16 26-17 27-18 28-19 29-20 30-21 31-22 32-23 33-24 34-25 35-26 36-27 37-28 38-29 39-30 40-31 41-32 42-33 43-34 44-35 45-36 46-37 47-38 48-39 49-40 50-41 51-42		
643:643	unfortunately , the diagnostic and statistical manual of mental disorders ( dsm-iv-tr ) reports that only 12 % to 30 % of those suffering from a specific phobia will seek treatment .	N/A	the diagnostic and statistical manual of mental disorders ( dsm-iv-tr ) reports that only 12 % to 30 % of those suffering from a specific phobia will seek treatment .	N/A	1	1	2-0 3-1 4-2 5-3 6-4 7-5 8-6 9-7 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 21-19 22-20 23-21 24-22 25-23 26-24 27-25 28-26 29-27 30-28 31-29		
644:644	he also ran in several canadian federal elections as leader of the natural law party , which touted supernatural solutions to the problems of the nation .	N/A	he also ran in several canadian federal elections as leader of the natural law party , which proposed supernatural solutions to the problems of the nation .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26		
645:645	1955 : john l. gaunt , jr. of the los angeles times for a photo that is poignant and profoundly moving , tragedy by the sea , showing a young couple standing together beside an angry sea in which only a few minutes earlier their year-old son had perished .	N/A	1955 : john l. gaunt , jr. of the los angeles times for tragedy by the sea , showing a young couple standing together beside an angry sea in which only a few minutes earlier their year-old son had perished .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 22-13 23-14 24-15 25-16 26-17 27-18 28-19 29-20 30-21 31-22 32-23 33-24 34-25 35-26 36-27 37-28 38-29 39-30 40-31 41-32 42-33 43-34 44-35 45-36 46-37 47-38 48-39 49-40		
646:646	he made a wonderfully rapid 1,000 -mile drive from leavenworth to salt lake city , traveling with his escort of thirty soldiers , in light wagons .	N/A	he made a rapid thousand -mile drive from leavenworth to salt lake city , traveling with his escort of thirty soldiers , in light wagons .	N/A	1	1	0-0 1-1 2-2 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 18-17 19-18 20-19 21-20 22-21 23-22 24-23 25-24 26-25		
647:647	the second , later , sword to be falsly designated `` claymore '' was a much shorter , one-handed basket-hilted broadsword popular with scottish troops from the 18th century onwards , even seeing combat on the beaches of normandy during world war ii .	N/A	the second , later , sword to be designated `` claymore '' was a much shorter , one-handed basket-hilted broadsword popular with scottish troops from the 18th century onwards , even seeing combat on the beaches of normandy during world war ii .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 9-8 10-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 18-17 19-18 20-19 21-20 22-21 23-22 24-23 25-24 26-25 27-26 28-27 29-28 30-29 31-30 32-31 33-32 34-33 35-34 36-35 37-36 38-37 39-38 40-39 41-40 42-41 43-42		
648:648	daniel j. sullivan ( born june 11 , 1940 ) is an award-winning american theatre and film director and playwright .	N/A	daniel j. sullivan ( born june 11 , 1940 ) is an american theatre and film director and playwright .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 13-12 14-13 15-14 16-15 17-16 18-17 19-18 20-19		
649:649	those players seeking to play under the shadow of permanent death feel that the more realistic consequences heighten the sense of involvement and achievement they get from their character .	N/A	those players seeking to play under the shadow of permanent death feel that the more severe consequences heighten the sense of involvement and achievement they get from their character .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29		
